City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
293,Kiunga,PG,-6.1219,141.2906,72.23,99,89,1.66,overcast clouds
294,Saryg-Sep,RU,51.5,95.6,63.43,37,98,2.77,overcast clouds
295,Aksu,CN,41.1231,80.2644,86.79,22,0,3.02,clear sky
296,Houma,US,29.5958,-90.7195,88.02,83,0,5.75,clear sky
297,Sinnamary,GF,5.3833,-52.95,82.74,72,30,5.19,scattered clouds
298,Dakar,SN,14.6937,-17.4441,88.68,76,72,5.7,broken clouds
299,Srednekolymsk,RU,67.45,153.6833,42.75,64,18,2.8,few clouds
300,Husavik,IS,66.0449,-17.3389,52.27,74,56,8.86,broken clouds
301,Tarauaca,BR,-8.1614,-70.7656,81.84,50,5,1.59,clear sky
302,Xinyu,CN,27.8043,114.9334,82.99,76,100,3.33,overcast clouds
303,Shirokiy,RU,49.758,129.523,63.32,93,62,5.68,broken clouds
304,Fortuna,US,40.5982,-124.1573,55.65,91,86,4.63,overcast clouds
305,Itarsi,IN,22.6167,77.75,77.16,92,100,3.53,light rain
306,Pacific Grove,US,36.6177,-121.9166,55.08,96,100,10.0,mist
307,San Felipe,VE,10.3399,-68.7425,86.11,54,5,3.44,clear sky
308,Boca Do Acre,BR,-8.7522,-67.3978,85.98,43,0,0.81,clear sky
309,Banda Aceh,ID,5.5577,95.3222,81.77,75,100,8.63,overcast clouds
310,Conakry,GN,9.538,-13.6773,78.26,84,97,11.99,light rain
311,Okhotsk,RU,59.3833,143.3,53.82,92,99,1.36,overcast clouds
312,Nigel,ZA,-26.4314,28.4771,65.39,40,92,3.36,overcast clouds
313,Najran,SA,17.4924,44.1277,93.0,21,71,18.43,broken clouds
314,Kon Tum,VN,14.35,108.0,70.7,97,96,1.12,overcast clouds
315,Sussex,US,41.1834,-74.6663,88.16,72,20,5.75,few clouds
316,Poya,NC,-21.35,165.15,72.86,91,24,7.52,few clouds
317,Roma,US,43.2128,-75.4557,83.08,69,0,10.36,clear sky
318,Ahipara,NZ,-35.1667,173.1667,55.83,78,100,11.65,overcast clouds
319,Geraldton,AU,-28.7667,114.6,55.81,88,33,4.61,scattered clouds
320,Ipatovo,RU,45.7181,42.9036,83.7,35,8,16.24,clear sky
321,Saint-Leu,RE,-21.15,55.2833,70.66,64,26,0.54,scattered clouds
322,Kenai,US,60.5544,-151.2583,51.15,98,100,0.0,overcast clouds
323,Sechelt,CA,49.4664,-123.7694,63.09,76,18,0.4,few clouds
324,Westport,US,41.1415,-73.3579,89.42,80,0,8.05,clear sky
325,Evensk,RU,61.95,159.2333,55.74,51,4,8.23,clear sky
326,Ketchikan,US,55.3422,-131.6461,54.07,94,100,6.91,mist
327,Mae Sai,TH,20.4335,99.8762,74.53,97,99,1.61,overcast clouds
328,Saint-Avertin,FR,47.3636,0.7399,84.79,47,75,3.44,broken clouds
329,Nemuro,JP,43.3236,145.575,56.82,90,0,8.84,clear sky
330,Caruray,PH,10.3094,119.0128,81.23,83,100,4.0,light rain
331,Bilma,NE,18.6853,12.9164,105.22,15,15,7.27,few clouds
332,Vredendal,ZA,-31.6683,18.5012,69.62,22,0,3.96,clear sky
333,Middelburg,ZA,-25.7751,29.4648,63.63,37,95,2.39,overcast clouds
334,Churapcha,RU,62.0025,132.4325,67.98,70,0,5.14,clear sky
335,Ust-Kuyga,RU,70.0167,135.6,52.02,67,3,9.17,clear sky
336,Alappuzha,IN,9.49,76.3264,81.0,87,20,9.33,moderate rain
337,Kungurtug,RU,50.5994,97.5228,56.68,67,29,4.45,scattered clouds
338,Suriapet,IN,17.15,79.6167,79.63,81,100,6.08,overcast clouds
339,Bonthe,SL,7.5264,-12.505,77.61,80,100,11.25,light rain
340,Taksimo,RU,56.3444,114.8794,64.36,75,100,1.48,overcast clouds
341,Shimoda,JP,34.6667,138.95,79.07,85,99,6.55,overcast clouds
342,Svetlogorsk,BY,52.6333,29.7333,74.35,62,16,15.37,few clouds
343,Jacareacanga,BR,-6.2222,-57.7528,89.02,43,50,1.1,scattered clouds
344,Shawnee,US,39.05,-95.7669,82.02,62,0,5.75,clear sky
345,Guangyuan,CN,32.442,105.823,73.83,95,100,1.95,overcast clouds
346,Nechanice,CZ,50.2374,15.6328,92.48,29,7,9.24,clear sky
347,Sola,VU,-13.8833,167.55,80.87,77,7,18.25,clear sky
348,Bireun,ID,5.203,96.7009,79.88,80,100,2.48,light rain
